89	61
74	82	5	74	43	72	67	0	59	75	94	72	88	39	0	47	12	40	10	94	87	20	0	87	6	48	59	26	2	15	6	66	43	73	26	18	15	12	8	51	92	53	74	34	91	16	6	43	85	91	23	18	39	40	34	79	1	51	62	67	89	
57	86	58	23	92	8	42	31	42	91	62	1	48	48	18	90	94	45	26	87	15	43	88	52	57	25	6	45	28	69	65	27	97	51	21	56	86	97	0	5	41	39	27	89	67	65	87	74	35	89	75	62	90	74	97	15	87	41	5	28	91	
88	96	79	84	97	73	66	55	52	74	15	50	6	74	48	43	53	34	86	27	63	59	0	96	41	52	31	86	91	96	59	53	34	15	73	6	57	74	68	28	23	48	58	0	43	63	51	34	15	86	23	67	5	65	26	35	67	12	89	97	39	
58	96	34	59	97	8	79	50	74	21	23	34	73	64	3	12	65	92	16	95	34	73	39	16	91	41	73	23	67	27	40	58	89	23	91	65	0	91	68	75	12	65	23	12	23	65	87	74	40	58	1	34	21	27	50	6	1	55	28	58	74	
88	95	96	2	39	51	24	12	92	12	75	67	5	84	28	0	68	26	58	82	55	16	25	10	8	65	39	43	1	43	25	18	40	18	96	6	88	50	59	5	27	73	42	16	28	34	41	66	58	16	74	0	30	96	66	88	40	68	1	5	75	
88	53	42	67	26	100	96	67	72	94	15	51	15	59	23	66	74	58	65	53	42	16	39	85	8	96	21	74	1	65	90	27	94	86	91	47	86	55	8	26	82	27	91	16	59	53	86	12	12	83	18	8	90	0	10	70	88	16	48	1	51	
41	95	34	84	28	41	6	5	50	16	48	45	72	28	16	27	75	51	74	45	57	87	68	10	67	79	87	18	79	41	57	94	8	3	39	0	74	95	75	6	50	90	68	12	57	47	68	70	95	68	59	48	50	57	84	0	52	73	84	35	58	
51	23	25	0	90	94	55	18	8	25	70	39	28	90	1	65	40	10	91	74	28	47	35	59	5	89	41	68	74	68	84	74	94	79	5	41	0	41	96	5	85	55	25	39	0	16	66	52	8	87	39	51	51	94	82	16	68	68	82	67	96	
59	18	35	28	58	6	70	45	65	88	59	8	96	71	21	28	66	28	65	21	96	94	75	58	26	59	35	51	5	43	52	74	6	39	91	43	87	68	97	10	70	65	97	57	88	74	67	50	68	0	84	48	70	96	50	27	94	95	21	57	75	
8	41	85	35	75	10	23	47	75	8	72	39	34	85	97	6	85	59	8	12	1	65	34	58	21	43	8	94	90	91	63	66	10	65	82	41	66	27	97	87	55	75	95	90	21	50	66	96	70	25	68	82	12	1	68	18	39	57	95	70	50	
25	85	31	90	23	90	16	95	75	79	85	6	59	66	48	35	52	90	34	21	50	68	94	91	90	25	12	79	40	91	34	65	6	34	68	25	57	52	94	12	25	27	35	68	94	23	52	5	48	41	84	26	70	26	66	70	5	17	41	84	18	
88	40	30	0	28	95	79	94	67	66	68	68	79	59	45	8	59	79	50	89	91	27	85	79	58	76	0	43	89	82	91	95	90	50	39	51	68	6	57	8	5	51	18	91	90	35	94	88	48	21	52	45	95	51	79	91	55	5	65	55	57	
90	39	97	12	28	79	56	94	32	47	27	88	50	94	5	5	90	45	21	45	55	91	79	85	57	45	87	39	51	65	82	27	28	27	50	91	58	47	97	72	8	82	96	39	70	41	47	25	72	50	6	39	27	75	43	51	25	21	94	91	48	
21	12	10	65	70	48	25	70	84	90	65	6	47	53	87	96	0	52	97	58	84	0	67	45	68	5	67	88	21	59	88	88	28	79	18	95	57	21	68	18	21	72	12	97	41	79	51	95	91	90	57	95	67	28	55	28	90	41	0	85	91	
0	70	6	65	40	12	50	95	94	78	18	41	72	41	48	70	5	87	79	41	90	59	57	2	50	26	72	50	67	66	35	18	47	66	97	72	79	21	6	66	10	72	90	90	35	59	40	84	50	21	70	6	12	68	68	72	70	65	41	72	87	
59	50	88	67	68	72	47	26	94	88	91	47	45	68	48	65	68	84	40	41	68	65	82	66	26	48	68	39	79	50	12	57	59	40	41	47	88	18	90	65	8	82	41	58	88	88	83	57	16	67	5	41	40	48	27	55	94	50	72	68	52	
18	67	50	51	51	72	48	67	90	61	12	94	48	39	66	91	87	39	26	10	18	10	82	47	79	40	18	55	39	94	65	68	48	12	39	39	48	48	88	65	58	50	1	39	18	39	55	57	72	48	83	0	52	51	95	97	21	58	87	1	58	
58	0	8	88	52	90	0	5	97	68	1	40	8	69	12	73	5	90	45	45	72	65	90	35	51	18	58	79	26	47	10	18	27	0	72	50	52	51	26	35	5	82	12	58	94	41	65	8	90	97	1	45	45	18	48	76	72	10	52	57	10	
51	40	95	21	50	67	79	35	12	79	21	26	41	5	55	21	68	95	27	59	27	52	12	59	27	52	21	41	94	58	35	65	12	72	48	26	18	97	87	72	50	5	1	95	45	79	58	35	52	67	90	1	0	74	94	5	55	95	55	87	10	
87	88	97	1	57	86	72	79	18	88	55	90	41	18	1	10	48	57	48	10	1	55	90	65	40	90	26	94	67	26	59	65	48	34	65	65	97	53	48	87	90	1	1	67	95	1	45	58	5	68	50	1	90	95	87	18	5	0	90	5	12	
57	32	0	27	58	27	48	26	21	68	77	97	50	62	79	27	58	1	87	10	24	41	13	27	59	68	18	72	18	41	21	18	10	18	67	87	59	18	45	5	12	65	10	52	41	10	95	1	5	52	72	97	79	18	10	21	45	12	21	12	79	
57	48	12	67	5	65	57	27	27	65	12	72	67	97	87	65	58	39	45	35	24	68	95	68	58	72	52	67	45	48	87	68	90	97	1	95	45	95	38	87	35	87	79	41	50	27	41	21	95	1	71	90	27	26	50	23	52	59	79	1	87	
45	21	87	1	79	45	52	67	95	16	48	41	57	26	90	65	1	79	52	58	52	24	21	41	21	97	67	79	50	59	26	41	45	97	95	58	57	27	27	90	67	26	57	35	52	27	48	52	79	95	35	50	10	27	1	1	73	50	57	59	1	
90	27	12	41	79	26	70	1	79	26	57	50	68	1	10	79	57	50	79	52	57	52	50	58	87	59	52	1	52	21	26	58	50	95	57	21	72	27	26	57	41	57	58	59	50	72	58	57	97	45	79	72	58	97	41	52	26	87	59	41	0	
26	26	50	90	72	59	79	95	26	21	97	41	41	87	0	79	58	35	72	35	95	68	1	45	52	68	95	41	58	68	97	59	97	0	90	79	95	74	90	79	57	50	87	35	72	95	72	58	26	79	41	50	87	68	45	79	21	52	68	72	97	
35	72	95	31	45	68	52	72	72	87	21	21	97	72	87	41	45	35	87	72	43	72	49	95	86	21	41	26	15	95	59	58	97	21	45	68	35	97	35	97	41	26	48	58	52	41	52	52	0	52	62	87	26	0	59	95	59	36	95	14	96	
21	21	10	59	0	26	45	58	30	26	58	82	18	26	21	35	97	21	21	95	26	0	72	58	35	97	72	95	35	6	95	95	95	97	72	97	95	95	72	97	52	92	35	35	59	53	35	35	52	52	91	72	72	97	35	95	97	35	72	72	72	
72	95	59	59	97	35	97	35	97	35	72	59	35	95	95	59	97	35	97	59	94	97	97	43	59	59	59	59	35	59	57	35	0	35	35	35	59	35	59	59	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	35	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	80	0	0	51	
0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	90	0	0	0	0	0	0	0	5	0	0	0	
0	35	26	89	0	0	0	47	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	45	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	48	0	0	75	0	0	0	0	0	0	0	0	88	0	0	0	0	70	0	0	0	0	0	90	0	0	0	0	0	0	89	72	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	50	0	0	56	65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	
0	0	0	0	0	0	0	0	0	0	35	95	0	0	10	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	42	0	0	0	0	0	0	0	0	0	0	86	0	
0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	79	12	0	0	86	92	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	0	0	0	42	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	59	0	0	0	52	0	0	0	
56	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	17	90	0	0	0	0	0	0	0	0	73	18	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	84	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	86	0	0	0	0	0	0	0	51	0	0	0	0	35	0	0	0	0	0	0	0	61	8	11	0	96	0	0	0	0	0	0	0	0	0	96	0	78	82	0	0	0	0	0	
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	
0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
